# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/2000x2000_rank_2000/ABRIK_test_mat1.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 16, 32, 
# Matmul counts: 4, 16, 64, 
# RSVD p values: 1, 4, 16, 64, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 16, 4, 0, 10, 0.0443349, 133063
ABRIK, 16, 16, 0, 10, 6.26053e-14, 149561
ABRIK, 16, 64, 0, 10, 9.6824e-15, 357490
ABRIK, 32, 4, 0, 10, 0.00264513, 49394
ABRIK, 32, 16, 0, 10, 9.63839e-15, 158705
ABRIK, 32, 64, 0, 10, 9.88314e-15, 1023594
ABRIK_adaptive, 16, 204, 0, 10, 1.85454e-14, 15317910
ABRIK_adaptive, 32, 124, 0, 10, 2.53359e-14, 14313486
RSVD, 0, 0, 1, 10, 0.939686, 20592
RSVD, 0, 0, 4, 10, 0.318672, 21788
RSVD, 0, 0, 16, 10, 0.10724, 32614
RSVD, 0, 0, 64, 10, 0.000410001, 65150
SVDS, 0, 0, 0, 10, 9.36009e-15, 83944
