# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK/input_matrices/2000x2000_rank_2000/ABRIK_test_mat4.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# RSVD p values: 0, 1, 2, 4, 8, 16, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: yes
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 4, 2, 0, 10, 0.691792, 42538
ABRIK, 4, 2, 0, 10, 0.691792, 66591
ABRIK, 4, 2, 0, 10, 0.691792, 62957
ABRIK, 4, 4, 0, 10, 1.19912, 48403
ABRIK, 4, 4, 0, 10, 1.19912, 52960
ABRIK, 4, 4, 0, 10, 1.19912, 40043
ABRIK, 4, 8, 0, 10, 0.680458, 60525
ABRIK, 4, 8, 0, 10, 0.680458, 60390
ABRIK, 4, 8, 0, 10, 0.680458, 95008
ABRIK, 4, 16, 0, 10, 0.259161, 180490
ABRIK, 4, 16, 0, 10, 0.259161, 188806
ABRIK, 4, 16, 0, 10, 0.259161, 161254
ABRIK, 4, 32, 0, 10, 0.0512617, 263301
ABRIK, 4, 32, 0, 10, 0.0512617, 334845
ABRIK, 4, 32, 0, 10, 0.0512617, 258984
ABRIK, 8, 2, 0, 10, 0.992936, 53318
ABRIK, 8, 2, 0, 10, 0.992936, 59034
ABRIK, 8, 2, 0, 10, 0.992936, 40452
ABRIK, 8, 4, 0, 10, 0.900636, 49376
ABRIK, 8, 4, 0, 10, 0.900636, 36955
ABRIK, 8, 4, 0, 10, 0.900636, 50341
ABRIK, 8, 8, 0, 10, 0.333099, 43922
ABRIK, 8, 8, 0, 10, 0.333099, 60367
ABRIK, 8, 8, 0, 10, 0.333099, 111633
ABRIK, 8, 16, 0, 10, 0.112555, 185443
ABRIK, 8, 16, 0, 10, 0.112555, 199956
ABRIK, 8, 16, 0, 10, 0.112555, 190007
ABRIK, 8, 32, 0, 10, 0.000226397, 295353
ABRIK, 8, 32, 0, 10, 0.000226397, 333545
ABRIK, 8, 32, 0, 10, 0.000226397, 293543
ABRIK, 16, 2, 0, 10, 1.03257, 48028
ABRIK, 16, 2, 0, 10, 1.03257, 41387
ABRIK, 16, 2, 0, 10, 1.03257, 67804
ABRIK, 16, 4, 0, 10, 0.494694, 92147
ABRIK, 16, 4, 0, 10, 0.494694, 91095
ABRIK, 16, 4, 0, 10, 0.494694, 71144
ABRIK, 16, 8, 0, 10, 0.194813, 98790
ABRIK, 16, 8, 0, 10, 0.194813, 98624
ABRIK, 16, 8, 0, 10, 0.194813, 111126
ABRIK, 16, 16, 0, 10, 0.0072607, 181071
ABRIK, 16, 16, 0, 10, 0.0072607, 198422
ABRIK, 16, 16, 0, 10, 0.0072607, 198531
ABRIK, 16, 32, 0, 10, 3.47524e-10, 380398
ABRIK, 16, 32, 0, 10, 3.47524e-10, 375144
ABRIK, 16, 32, 0, 10, 3.47524e-10, 370914
ABRIK, 32, 2, 0, 10, 0.890709, 53053
ABRIK, 32, 2, 0, 10, 0.890709, 62661
ABRIK, 32, 2, 0, 10, 0.890709, 64005
ABRIK, 32, 4, 0, 10, 0.3855, 77398
ABRIK, 32, 4, 0, 10, 0.3855, 99341
ABRIK, 32, 4, 0, 10, 0.3855, 88357
ABRIK, 32, 8, 0, 10, 0.0760414, 159907
ABRIK, 32, 8, 0, 10, 0.0760414, 160901
ABRIK, 32, 8, 0, 10, 0.0760414, 148143
ABRIK, 32, 16, 0, 10, 1.4642e-05, 213853
ABRIK, 32, 16, 0, 10, 1.4642e-05, 232660
ABRIK, 32, 16, 0, 10, 1.4642e-05, 246836
ABRIK, 32, 32, 0, 10, 7.56074e-15, 480736
ABRIK, 32, 32, 0, 10, 7.56074e-15, 506027
ABRIK, 32, 32, 0, 10, 7.56074e-15, 501851
RSVD, 0, 0, 0, 10, 1.83393, 48490
RSVD, 0, 0, 0, 10, 1.83393, 38206
RSVD, 0, 0, 0, 10, 1.83393, 44805
RSVD, 0, 0, 1, 10, 1.09125, 34471
RSVD, 0, 0, 1, 10, 1.09125, 67372
RSVD, 0, 0, 1, 10, 1.09125, 34263
RSVD, 0, 0, 2, 10, 0.814981, 36148
RSVD, 0, 0, 2, 10, 0.814981, 41445
RSVD, 0, 0, 2, 10, 0.814981, 37925
RSVD, 0, 0, 4, 10, 0.544233, 39839
RSVD, 0, 0, 4, 10, 0.544233, 38935
RSVD, 0, 0, 4, 10, 0.544233, 36901
RSVD, 0, 0, 8, 10, 0.330096, 36148
RSVD, 0, 0, 8, 10, 0.330096, 49886
RSVD, 0, 0, 8, 10, 0.330096, 35415
RSVD, 0, 0, 16, 10, 0.175175, 41185
RSVD, 0, 0, 16, 10, 0.175175, 60350
RSVD, 0, 0, 16, 10, 0.175175, 51526
SVDS, 0, 0, 0, 10, 6.21541e-11, 276784
SVDS, 0, 0, 0, 10, 6.21541e-11, 283212
SVDS, 0, 0, 0, 10, 6.21541e-11, 285200
GESDD, 0, 0, 0, 10, 5.9169e-15, 905261
