# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK/input_matrices/2000x2000_rank_2000/ABRIK_test_mat2.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 8, 16, 
# Matmul counts: 4, 8, 16, 
# RSVD p values: 1, 2, 4, 8, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Run GESDD: yes
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 8, 4, 0, 10, 4.09712e-09, 52490
ABRIK, 8, 8, 0, 10, 4.09712e-09, 36977
ABRIK, 8, 16, 0, 10, 4.09712e-09, 34579
ABRIK, 16, 4, 0, 10, 3.74804e-09, 33807
ABRIK, 16, 8, 0, 10, 3.74804e-09, 43733
ABRIK, 16, 16, 0, 10, 3.74804e-09, 30415
RSVD, 0, 0, 1, 10, 6.4367e-07, 30307
RSVD, 0, 0, 2, 10, 3.33456e-07, 23919
RSVD, 0, 0, 4, 10, 2.15926e-07, 37301
RSVD, 0, 0, 8, 10, 4.34409e-07, 52601
SVDS, 0, 0, 0, 10, 1.98417e-07, 93389
GESDD, 0, 0, 0, 10, 8.66862e-11, 631608
