# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/2000x2000_rank_2000/ABRIK_test_mat6.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 
# RSVD p values: 0, 1, 2, 4, 8, 16, 32, 64, 
# Runs per configuration: 5
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 16, 2, 0, 10, 1.63496, 138928
ABRIK, 16, 2, 0, 10, 1.63496, 66942
ABRIK, 16, 2, 0, 10, 1.63496, 79231
ABRIK, 16, 2, 0, 10, 1.63496, 170543
ABRIK, 16, 2, 0, 10, 1.63496, 129678
ABRIK, 16, 4, 0, 10, 0.689811, 91219
ABRIK, 16, 4, 0, 10, 0.689811, 148627
ABRIK, 16, 4, 0, 10, 0.689811, 134101
ABRIK, 16, 4, 0, 10, 0.689811, 108447
ABRIK, 16, 4, 0, 10, 0.689811, 90408
ABRIK, 16, 8, 0, 10, 0.174767, 136381
ABRIK, 16, 8, 0, 10, 0.174767, 170839
ABRIK, 16, 8, 0, 10, 0.174767, 102637
ABRIK, 16, 8, 0, 10, 0.174767, 129227
ABRIK, 16, 8, 0, 10, 0.174767, 140136
ABRIK, 16, 16, 0, 10, 0.0064881, 341912
ABRIK, 16, 16, 0, 10, 0.0064881, 485911
ABRIK, 16, 16, 0, 10, 0.0064881, 261438
ABRIK, 16, 16, 0, 10, 0.0064881, 342231
ABRIK, 16, 16, 0, 10, 0.0064881, 328598
ABRIK, 16, 32, 0, 10, 9.14015e-08, 898487
ABRIK, 16, 32, 0, 10, 9.14015e-08, 855462
ABRIK, 16, 32, 0, 10, 9.14015e-08, 747999
ABRIK, 16, 32, 0, 10, 9.14015e-08, 620599
ABRIK, 16, 32, 0, 10, 9.14015e-08, 367749
ABRIK, 16, 64, 0, 10, 8.17661e-15, 1443723
ABRIK, 16, 64, 0, 10, 8.17661e-15, 1421818
ABRIK, 16, 64, 0, 10, 8.17661e-15, 1323237
ABRIK, 16, 64, 0, 10, 8.17661e-15, 1075729
ABRIK, 16, 64, 0, 10, 8.17661e-15, 1029053
ABRIK, 32, 2, 0, 10, 1.49977, 55170
ABRIK, 32, 2, 0, 10, 1.49977, 60131
ABRIK, 32, 2, 0, 10, 1.49977, 52238
ABRIK, 32, 2, 0, 10, 1.49977, 116768
ABRIK, 32, 2, 0, 10, 1.49977, 63387
ABRIK, 32, 4, 0, 10, 0.575392, 127884
ABRIK, 32, 4, 0, 10, 0.575392, 126105
ABRIK, 32, 4, 0, 10, 0.575392, 105720
ABRIK, 32, 4, 0, 10, 0.575392, 96875
ABRIK, 32, 4, 0, 10, 0.575392, 86324
ABRIK, 32, 8, 0, 10, 0.0758852, 114352
ABRIK, 32, 8, 0, 10, 0.0758852, 224134
ABRIK, 32, 8, 0, 10, 0.0758852, 144944
ABRIK, 32, 8, 0, 10, 0.0758852, 169965
ABRIK, 32, 8, 0, 10, 0.0758852, 251547
ABRIK, 32, 16, 0, 10, 0.000252637, 436772
ABRIK, 32, 16, 0, 10, 0.000252637, 265117
ABRIK, 32, 16, 0, 10, 0.000252637, 307353
ABRIK, 32, 16, 0, 10, 0.000252637, 340524
ABRIK, 32, 16, 0, 10, 0.000252637, 255971
ABRIK, 32, 32, 0, 10, 4.18456e-11, 594330
ABRIK, 32, 32, 0, 10, 4.18456e-11, 719515
ABRIK, 32, 32, 0, 10, 4.18456e-11, 1183080
ABRIK, 32, 32, 0, 10, 4.18456e-11, 1113510
ABRIK, 32, 32, 0, 10, 4.18456e-11, 865364
ABRIK, 32, 64, 0, 10, 8.54491e-15, 2333277
ABRIK, 32, 64, 0, 10, 8.54491e-15, 1288334
ABRIK, 32, 64, 0, 10, 8.54491e-15, 1968952
ABRIK, 32, 64, 0, 10, 8.54491e-15, 2333596
ABRIK, 32, 64, 0, 10, 8.54491e-15, 2122859
ABRIK_adaptive, 16, 204, 0, 10, 1.56091e-14, 30982707
ABRIK_adaptive, 16, 204, 0, 10, 1.56091e-14, 31439677
ABRIK_adaptive, 16, 204, 0, 10, 1.56091e-14, 32061363
ABRIK_adaptive, 16, 204, 0, 10, 1.56091e-14, 30354983
ABRIK_adaptive, 16, 204, 0, 10, 1.56091e-14, 31881486
ABRIK_adaptive, 32, 124, 0, 10, 1.20278e-14, 30637688
ABRIK_adaptive, 32, 124, 0, 10, 1.20278e-14, 30638864
ABRIK_adaptive, 32, 124, 0, 10, 1.20278e-14, 31516829
ABRIK_adaptive, 32, 124, 0, 10, 1.20278e-14, 27985568
ABRIK_adaptive, 32, 124, 0, 10, 1.20278e-14, 41602661
RSVD, 0, 0, 0, 10, 2.33464, 105792
RSVD, 0, 0, 0, 10, 2.33464, 93874
RSVD, 0, 0, 0, 10, 2.33464, 82957
RSVD, 0, 0, 0, 10, 2.33464, 92012
RSVD, 0, 0, 0, 10, 2.33464, 61981
RSVD, 0, 0, 1, 10, 1.64034, 85108
RSVD, 0, 0, 1, 10, 1.64034, 55751
RSVD, 0, 0, 1, 10, 1.64034, 52685
RSVD, 0, 0, 1, 10, 1.64034, 49915
RSVD, 0, 0, 1, 10, 1.64034, 33052
RSVD, 0, 0, 2, 10, 1.23223, 41940
RSVD, 0, 0, 2, 10, 1.23223, 42053
RSVD, 0, 0, 2, 10, 1.23223, 38584
RSVD, 0, 0, 2, 10, 1.23223, 33925
RSVD, 0, 0, 2, 10, 1.23223, 28001
RSVD, 0, 0, 4, 10, 0.754177, 39098
RSVD, 0, 0, 4, 10, 0.754177, 34286
RSVD, 0, 0, 4, 10, 0.754177, 40025
RSVD, 0, 0, 4, 10, 0.754177, 37817
RSVD, 0, 0, 4, 10, 0.754177, 43127
RSVD, 0, 0, 8, 10, 0.362496, 27178
RSVD, 0, 0, 8, 10, 0.362496, 28582
RSVD, 0, 0, 8, 10, 0.362496, 30046
RSVD, 0, 0, 8, 10, 0.362496, 45070
RSVD, 0, 0, 8, 10, 0.362496, 39269
RSVD, 0, 0, 16, 10, 0.155583, 37246
RSVD, 0, 0, 16, 10, 0.155583, 47688
RSVD, 0, 0, 16, 10, 0.155583, 52723
RSVD, 0, 0, 16, 10, 0.155583, 54250
RSVD, 0, 0, 16, 10, 0.155583, 50707
RSVD, 0, 0, 32, 10, 0.0703563, 46995
RSVD, 0, 0, 32, 10, 0.0703563, 69644
RSVD, 0, 0, 32, 10, 0.0703563, 59295
RSVD, 0, 0, 32, 10, 0.0703563, 64453
RSVD, 0, 0, 32, 10, 0.0703563, 59163
