# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK/input_matrices/2000x2000_rank_2000/ABRIK_test_mat1.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# RSVD p values: 0, 1, 2, 4, 8, 16, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: yes
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 4, 2, 0, 10, 0.577981, 62631
ABRIK, 4, 2, 0, 10, 0.577981, 66647
ABRIK, 4, 2, 0, 10, 0.577981, 72529
ABRIK, 4, 4, 0, 10, 1.09195, 88079
ABRIK, 4, 4, 0, 10, 1.09195, 110134
ABRIK, 4, 4, 0, 10, 1.09195, 109829
ABRIK, 4, 8, 0, 10, 0.347859, 194380
ABRIK, 4, 8, 0, 10, 0.347859, 169712
ABRIK, 4, 8, 0, 10, 0.347859, 164793
ABRIK, 4, 16, 0, 10, 7.35902e-05, 331265
ABRIK, 4, 16, 0, 10, 7.35902e-05, 292054
ABRIK, 4, 16, 0, 10, 7.35902e-05, 300329
ABRIK, 4, 32, 0, 10, 1.90168e-14, 548351
ABRIK, 4, 32, 0, 10, 1.90168e-14, 561285
ABRIK, 4, 32, 0, 10, 1.90168e-14, 630405
ABRIK, 8, 2, 0, 10, 0.931566, 72388
ABRIK, 8, 2, 0, 10, 0.931566, 86922
ABRIK, 8, 2, 0, 10, 0.931566, 60971
ABRIK, 8, 4, 0, 10, 0.584916, 94561
ABRIK, 8, 4, 0, 10, 0.584916, 100891
ABRIK, 8, 4, 0, 10, 0.584916, 147664
ABRIK, 8, 8, 0, 10, 0.0059471, 488031
ABRIK, 8, 8, 0, 10, 0.0059471, 205908
ABRIK, 8, 8, 0, 10, 0.0059471, 176434
ABRIK, 8, 16, 0, 10, 2.72046e-09, 344427
ABRIK, 8, 16, 0, 10, 2.72046e-09, 306286
ABRIK, 8, 16, 0, 10, 2.72046e-09, 375284
ABRIK, 8, 32, 0, 10, 1.89713e-14, 708256
ABRIK, 8, 32, 0, 10, 1.89713e-14, 633708
ABRIK, 8, 32, 0, 10, 1.89713e-14, 517528
ABRIK, 16, 2, 0, 10, 0.603471, 35211
ABRIK, 16, 2, 0, 10, 0.603471, 78783
ABRIK, 16, 2, 0, 10, 0.603471, 53744
ABRIK, 16, 4, 0, 10, 0.0587218, 116526
ABRIK, 16, 4, 0, 10, 0.0587218, 119692
ABRIK, 16, 4, 0, 10, 0.0587218, 175477
ABRIK, 16, 8, 0, 10, 3.0404e-05, 197905
ABRIK, 16, 8, 0, 10, 3.0404e-05, 171784
ABRIK, 16, 8, 0, 10, 3.0404e-05, 183792
ABRIK, 16, 16, 0, 10, 4.86795e-14, 275629
ABRIK, 16, 16, 0, 10, 4.86795e-14, 420794
ABRIK, 16, 16, 0, 10, 4.86795e-14, 322704
ABRIK, 16, 32, 0, 10, 1.90349e-14, 596604
ABRIK, 16, 32, 0, 10, 1.90349e-14, 390686
ABRIK, 16, 32, 0, 10, 1.90349e-14, 574763
ABRIK, 32, 2, 0, 10, 0.208217, 74337
ABRIK, 32, 2, 0, 10, 0.208217, 47661
ABRIK, 32, 2, 0, 10, 0.208217, 88479
ABRIK, 32, 4, 0, 10, 0.00460349, 134878
ABRIK, 32, 4, 0, 10, 0.00460349, 73949
ABRIK, 32, 4, 0, 10, 0.00460349, 160121
ABRIK, 32, 8, 0, 10, 1.46195e-07, 233008
ABRIK, 32, 8, 0, 10, 1.46195e-07, 181522
ABRIK, 32, 8, 0, 10, 1.46195e-07, 166350
ABRIK, 32, 16, 0, 10, 1.98782e-14, 347588
ABRIK, 32, 16, 0, 10, 1.98782e-14, 464264
ABRIK, 32, 16, 0, 10, 1.98782e-14, 205637
ABRIK, 32, 32, 0, 10, 1.99012e-14, 751762
ABRIK, 32, 32, 0, 10, 1.99012e-14, 795673
ABRIK, 32, 32, 0, 10, 1.99012e-14, 1093333
RSVD, 0, 0, 0, 10, 2.44812, 64702
RSVD, 0, 0, 0, 10, 2.44812, 37922
RSVD, 0, 0, 0, 10, 2.44812, 72864
RSVD, 0, 0, 1, 10, 0.936403, 35475
RSVD, 0, 0, 1, 10, 0.936403, 50990
RSVD, 0, 0, 1, 10, 0.936403, 44418
RSVD, 0, 0, 2, 10, 0.635337, 53137
RSVD, 0, 0, 2, 10, 0.635337, 57755
RSVD, 0, 0, 2, 10, 0.635337, 38393
RSVD, 0, 0, 4, 10, 0.364689, 53616
RSVD, 0, 0, 4, 10, 0.364689, 28679
RSVD, 0, 0, 4, 10, 0.364689, 28099
RSVD, 0, 0, 8, 10, 0.27576, 89002
RSVD, 0, 0, 8, 10, 0.27576, 73516
RSVD, 0, 0, 8, 10, 0.27576, 56643
RSVD, 0, 0, 16, 10, 0.0625173, 98650
RSVD, 0, 0, 16, 10, 0.0625173, 48608
RSVD, 0, 0, 16, 10, 0.0625173, 130259
SVDS, 0, 0, 0, 10, 1.14995e-14, 143888
SVDS, 0, 0, 0, 10, 1.14995e-14, 119930
SVDS, 0, 0, 0, 10, 1.14995e-14, 81373
GESDD, 0, 0, 0, 10, 6.13695e-15, 1458573
