# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK/input_matrices/2000x2000_rank_2000/ABRIK_test_mat3.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# RSVD p values: 0, 1, 2, 4, 8, 16, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: yes
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 4, 2, 0, 10, 0.691792, 39733
ABRIK, 4, 2, 0, 10, 0.691792, 45366
ABRIK, 4, 2, 0, 10, 0.691792, 52958
ABRIK, 4, 4, 0, 10, 1.19912, 54288
ABRIK, 4, 4, 0, 10, 1.19912, 32759
ABRIK, 4, 4, 0, 10, 1.19912, 56177
ABRIK, 4, 8, 0, 10, 0.680458, 69365
ABRIK, 4, 8, 0, 10, 0.680458, 112009
ABRIK, 4, 8, 0, 10, 0.680458, 89355
ABRIK, 4, 16, 0, 10, 0.259161, 156160
ABRIK, 4, 16, 0, 10, 0.259161, 186060
ABRIK, 4, 16, 0, 10, 0.259161, 180792
ABRIK, 4, 32, 0, 10, 0.0512617, 163092
ABRIK, 4, 32, 0, 10, 0.0512617, 226808
ABRIK, 4, 32, 0, 10, 0.0512617, 286100
ABRIK, 8, 2, 0, 10, 0.992936, 33931
ABRIK, 8, 2, 0, 10, 0.992936, 27115
ABRIK, 8, 2, 0, 10, 0.992936, 33233
ABRIK, 8, 4, 0, 10, 0.900636, 31856
ABRIK, 8, 4, 0, 10, 0.900636, 53925
ABRIK, 8, 4, 0, 10, 0.900636, 50233
ABRIK, 8, 8, 0, 10, 0.333099, 66780
ABRIK, 8, 8, 0, 10, 0.333099, 70017
ABRIK, 8, 8, 0, 10, 0.333099, 78801
ABRIK, 8, 16, 0, 10, 0.112555, 134735
ABRIK, 8, 16, 0, 10, 0.112555, 139522
ABRIK, 8, 16, 0, 10, 0.112555, 130648
ABRIK, 8, 32, 0, 10, 0.000226397, 263922
ABRIK, 8, 32, 0, 10, 0.000226397, 189258
ABRIK, 8, 32, 0, 10, 0.000226397, 258935
ABRIK, 16, 2, 0, 10, 1.03257, 62741
ABRIK, 16, 2, 0, 10, 1.03257, 34062
ABRIK, 16, 2, 0, 10, 1.03257, 39907
ABRIK, 16, 4, 0, 10, 0.494694, 39390
ABRIK, 16, 4, 0, 10, 0.494694, 56507
ABRIK, 16, 4, 0, 10, 0.494694, 49650
ABRIK, 16, 8, 0, 10, 0.194813, 95291
ABRIK, 16, 8, 0, 10, 0.194813, 70430
ABRIK, 16, 8, 0, 10, 0.194813, 65150
ABRIK, 16, 16, 0, 10, 0.0072607, 144195
ABRIK, 16, 16, 0, 10, 0.0072607, 113116
ABRIK, 16, 16, 0, 10, 0.0072607, 99985
ABRIK, 16, 32, 0, 10, 3.47524e-10, 236392
ABRIK, 16, 32, 0, 10, 3.47524e-10, 230881
ABRIK, 16, 32, 0, 10, 3.47524e-10, 166140
ABRIK, 32, 2, 0, 10, 0.890709, 56162
ABRIK, 32, 2, 0, 10, 0.890709, 34314
ABRIK, 32, 2, 0, 10, 0.890709, 50964
ABRIK, 32, 4, 0, 10, 0.3855, 51046
ABRIK, 32, 4, 0, 10, 0.3855, 48628
ABRIK, 32, 4, 0, 10, 0.3855, 44332
ABRIK, 32, 8, 0, 10, 0.0760414, 82874
ABRIK, 32, 8, 0, 10, 0.0760414, 106759
ABRIK, 32, 8, 0, 10, 0.0760414, 99414
ABRIK, 32, 16, 0, 10, 1.4642e-05, 131375
ABRIK, 32, 16, 0, 10, 1.4642e-05, 146174
ABRIK, 32, 16, 0, 10, 1.4642e-05, 178500
ABRIK, 32, 32, 0, 10, 7.56074e-15, 328489
ABRIK, 32, 32, 0, 10, 7.56074e-15, 259381
ABRIK, 32, 32, 0, 10, 7.56074e-15, 310635
RSVD, 0, 0, 0, 10, 1.83393, 40437
RSVD, 0, 0, 0, 10, 1.83393, 30837
RSVD, 0, 0, 0, 10, 1.83393, 57063
RSVD, 0, 0, 1, 10, 1.09125, 55524
RSVD, 0, 0, 1, 10, 1.09125, 35514
RSVD, 0, 0, 1, 10, 1.09125, 40633
RSVD, 0, 0, 2, 10, 0.814981, 52502
RSVD, 0, 0, 2, 10, 0.814981, 48822
RSVD, 0, 0, 2, 10, 0.814981, 45678
RSVD, 0, 0, 4, 10, 0.544233, 35827
RSVD, 0, 0, 4, 10, 0.544233, 25887
RSVD, 0, 0, 4, 10, 0.544233, 38221
RSVD, 0, 0, 8, 10, 0.330096, 74490
RSVD, 0, 0, 8, 10, 0.330096, 46200
RSVD, 0, 0, 8, 10, 0.330096, 37434
RSVD, 0, 0, 16, 10, 0.175175, 67768
RSVD, 0, 0, 16, 10, 0.175175, 55610
RSVD, 0, 0, 16, 10, 0.175175, 47780
SVDS, 0, 0, 0, 10, 6.21541e-11, 284498
SVDS, 0, 0, 0, 10, 6.21541e-11, 281821
SVDS, 0, 0, 0, 10, 6.21541e-11, 283192
GESDD, 0, 0, 0, 10, 5.9169e-15, 919291
